id,text,label
101,29547 16614 6180 929 25483 19121 26313 8513 5697 19654 5602 14328 2124 1823 5933 19052 17861 16542 8282 7702,1-4
102,10037 19395 29940 25945 ， 28503 27013 12196 9019 9023 13846 10647 12772 9601 19121 11568 28503 26417 22666 1357 18313 27344 10238 23349 14950 ， 23052 12772 6527 5933 28503 9601 9019 15647 13447 13470 24540 13462 14950 ， 5933 10449 8209 21004 17983 12482 11513 5602 9810 24583 1451 4355 1602,5-22
103,2922 26855 21719 12520 12170 12846 8139 29144 927 16276 5420 10893 4529 26725 8414 24808 11342 24199 9531 10300 2106 10039 ， 2922 26855 21719 12520 28099 18787 17281 21004 12489 29555 8766 28461 26564 13607 19492 10636 10446 11160 3623,1-1
104,15991 2617 1053 11160 3623 ， 23635 8147 7390 4529 9963 21534 16328 4198 2281 23452 9192 24073 23832 19052 17281 10937 20983 2705 15707 24583 26669 25277 7558 10937 20983 6316 8194 28682 1292 929 10937 20983 15014 19052 10238 881 11760,6-31
105,25483 19654 8100 18581 10647 13178 10133 3249 9410 23743 12163 8414 1030 28461 15316 9043 3494 8808 12790 ， 26366 8482 7510 9043 3494 24583 15318 16328 16328 14051 25682 17857 4397 104 22131 ， 11371 26313 26307 8456 4054 8766 5119 5119 22737 30241 22574 11526 21618 19328 15465 15506 23904 24100 2281 17281 726 17861 240 9004,5-12
106,929 10893 ， 25483 19121 1357 20471 4898 25157 14131 8679 15766 4198 20781 13178 ， 10647 25277 7558 21949 3662 4772 19910 28628 17281 12459 9755 29644,1-9
107,1938 1292 ， 8503 1396 12567 ， 25483 8147 12153 9019 12331 8750 18319 30241 22447 3099 929 9601 19121 10937 5609 26313 8513 25483 19121 30181 25496 28010 21371 ， 19433 23025 5933 19052 28232 12790 ， 1258 13535 25483 8147 29555 8766 17861 3644 5697 5897 26096 17281 26694 8,2-14
108,4479 16572 2124 18661 27357 15098 24593 7915 25130 28018 ， 1654 22410 22007 19121 11160 26564 85 7251 8100 17281 7230 16542 16614 2617 ， 25483 19121 929 7915 25130 28018 17281 9007 23926 979 16575 979 24053 23532 21938 15707,6-34
109,104 23084 1317 ， 1258 13535 14489 25843 3218 4767 15647 6653 23904 17227 26096 3249 26336 9808 19052 2281 14489 25483 396 2446 8194 17799 14950 26669 17281 26823 23372 ， 30072 26669 17281 17861 26564 29038 10449 8209,5-30
110,29038 30016 14051 ， 25483 19121 11568 18244 16542 26417 23404 12660 11160 16337 9963 12029 29547 24583 12567 14547 23635 22131 2970 15469 ， 19800 979 20791 22993 20447 26336 ， 10647 8194 13363 23480 25483 18244 10026 104 23052 7577,2-33
111,25473 12153 2281 3414 8718 24822 ， 7360 2166 15972 6762 16337 29625 29401 11419 22480 ， 20850 3099 11703 28874 13535 16614 6180 25483 3848 13462 14950 17281,1-4
112,20531 8503 1602 8194 26437 15972 6762 16337 1943 24053 20791 10596 17256 25945 4873 12960 4873,5-30
113,25483 11259 18128 1396 6872 23624 23832 19052 17281 14547 12452 4740 15469 29095 19339 28136 20531 ， 10238 11414 8194 15707 24586 9672 12153 7232 9283 30096 30241 19654 30241 17062 8100 5697 12163 12331 9023 4470 21079 14547 5602 11243 26154 14477 15469 13535 2738 9283 4939 25504 10335 12657 8147 18754 5933 19052 28136 20531,6-15
114,28751 13778 30241 8929 9925 22311 30241 29296 16856 20810 30241 2206 25130 5574 10879 30241 4004 22382 14232 30241 27762 6380 2797 19328 19121 8641 15316 10935 6832 22382 27013 12196 ， 16614 6180 1292 929 8189 4274 27013 12196 929 3328,1-4
115,13778 17170 14232 9090 26307 8750 648 17401 20244 9410 3254 15912 4198 12052 27145 726 12790 10893 9043 ， 26103 26669 14301 17696 2281 7799 25682 17281 20231 25112 13916 14684,1-10
116,3110 6285 8 29498 14489 25843 3470 3144 18239 13995 27151 26526 25483 11259 8100 28136 12163 8224 13343 29498 28705 19897 979 13163 6203 8100 28136 23468 14976 15098 3636 29525 17525 8679 16328 16328 4198 104 23084 28648 8146 1317 ， 11259 19121 8100 8147 1317 ， 14489 25843 17525 8679 16328 2103 4198 1654 8644 5420 9023 19654 13447 24583 18239 4054 10941 3664 15991 11295 26336 13535 28133 4938 13995 23084 6653 13995 17281 18529 19052 2187 ， 1258 13535 14489 25843 24426 929 11259 25483 28332 13462 8100 28136 5933 19052 17281 10449 9810 6494 5379 24007 27151 26526 9601 17281 3218 27700 23832 15707,6-15
117,5346 28109 3295 3934 28025 11342 29525 927 8651 6266 25483 19121 8164 8147 26823 11295 4004 22382 14232 14547 2410 10658 16240 15469 12520 21870 12061 4054 ， 20850 25848 2166 3240 7800 20791 23904,2-3
118,233 1845 4198 ， 28256 648 1242 10937 24053 29541 3328 16614 6180 8100 8147 4274 19551 20866 13462 14950 21079 233 8251 4198 ， 28256 648 1242 3470 23926 8644 8100 8147 19089 3328 ， 27166 85 8641 15316,8-18
119,3644 2165 16511 14684 15682 5489 16328 16328 4198 26725 8414 15912 10723 12459 3644 14501 24199 9531 10300 ， 1943 4873 4054 235 8100 233 8679 929 13778 17170 14232 9090 8513 11160 29212 6259 14547 3292 15419 625 9755 29322 10723 15469 17281 104 8842 13489 16648 12248,6-13
120,21534 8679 21534 4198 ， 4106 10935 16337 2281 6527 12163 18970 29555 14547 18128 14051 11766 20097 23904 22131 19226 28705 ， 19636 10645 28705 979 1882 12153 3519 6494 ， 9963 13535 1292 25483 15469,1-9
121,2281 10893 29956 4529 ， 25483 19121 12553 26307 18947 4496 14232 2106 10039 29547 929 1662 30208 17255 17281 240 7740 14547 11371 25597 5373 29869 15469 ， 22705 23635 22131 12206 12163 14547 4526 26564 10449 20669 4471 12520 15469,2-11
122,10893 4529 ， 4004 26307 18947 13343 1394 1242 3144 7230 8808 ， 14547 4004 22382 14232 19339 28543 29640 5379 2187 29732 16247 5574 15316 2281 16456 25501 10059 25203 14328 19052 29640 11020 2545 15506 13470 17281 4355 1602 10922 15469 14547 29732 16247 16456 25501 19339 19375 21092 20097 17281 5697 11100 12567 17281 15506 9498 1292 6653 9810 18947 15469 14547 29732 16247 25585 19642 6527 5933 13374 10636 1390 10449 10674 2494 19339 28543 29640 24007 9379 17281 7923 27700 16430 4438 15469,1-9
123,5112 20244 13462 14950 25750 19052 28648 29405 18451 28543 28461 3696 5512 12660 6809 2859 25219 5756 4039 13767 22274 14325 4039 3001 20923 2106 10039 ， 14547 19433 23349 26526 20431 3848 17281 3828 20593 7481 16456 8194 25585 1562 ， 979 20163 28705 13712 9737 20060 7481 12153 10551 760 1258 12331 10026 27308 15469,1-9
124,7360 2166 1258 3144 9043 3494 24058 8808 12790 24965 11295 26336 13535 18529 19052 24586 625 13435 6653 18679 17281 12061 9004 21942 14950 ， 20850 929 26366 20788 20788 2859 27370 16328 2103 2103 5697 4004 22382 14232 5609 3994 6637 25504 2545 5368 4355 1602 17281 28964 29212 26568 24058 23048 21092,2-14
125,5091 29584 24583 15318 25682 ， 5609 10026 27991 15385 ， 26366 13535 ， 15682 5489 5697 648 17401 20244 22392 3254 11766 20781 13178 ， 20791 21618 1730 8100 4470 24199 29003 19052 15707,1-9
126,27151 26526 11342 13712 10750 6316 2281 3218 4767 2124 16157 5697 19121 8194 16542 5089 13846 28648 10039 10411 ， 1292 929 29207 28084 23372 24965 21004 274,6-28
127,29547 9935 25682 4274 4004 28648 2224 9023 22737 16856 9428 22382 9428 30241 19121 30100 9023 22737 1586 648 28751 19328 23904 23832 19052 8194 17799,5-30
128,15912 4198 ， 23880 25367 25367 28874 2281 1394 8194 26437 4054 29555 21473 19121 8346 28332 8126 8222 9531 20447 17281 1063 12754 18561 8346 2410 9043 13470 9023 9023 22737 7661 2862 7915 5015 5574 10449 19052,5-30
129,2281 19654 28648 20447 23904 5697 9601 19121 5540 19934 15318 13712 27151 26526 10206 23452 625 9755 17281 6316 8194 10922 ， 12153 28682 2281 9601 19121 11583 28332 29525 10922 ， 16614 6180 10039 10411 11342 14547 21680 3099 22464 15469 17281 2617 28776 2861 12772 12590 5219 8202 1433 18661 15314 27572,2-6
130,11259 19121 28648 2224 9023 18371 8679 16328 29179 4198 2106 9007 1826 ， 19121 12235 10647 29405 10750 28648 2224 24007 9379 12567 8641 12170 25483 14489 17861 20048 2066 14950 12672 22410 8194 1943,5-35
131,30290 15143 27700 705 24808 11342 21004 26694 ， 4198 4529 ， 19910 23452 14547 5609 10658 23904 6189 9955 13613 15469 18679 2970 29179 16328 10446 11568 23452 26307 15647 22666 5697 27067 9043 25504 16051 ， 16614 6180 929 19910 23452 24583 26669 3618 15014 23635 10039,1-4
132,19636 10645 14501 15912 1823 10449 20448 7523 19052 ， 16542 30096 13535 20097 7481 16456 929 14501 24199 29003 8100 9043 19052 15707 17281 ， 27363 11497 19052 15707 17281 25658 6285 7481 12153 13535 6837 20791 14501 27454 ， 19897 7481 12153 13535 929 14547 14501 14244 15469 21720 24007 17281 7341 21785 5697 23635 22131,2-33
133,11259 8146 19897 625 11846 1317 ， 8126 8222 11259 19121 881 274 13916 2090 9531 14489 ， 13535 26336 6527 15707 2281 17434 9192 19433 29640 8137 29003 16575 5933 1451 25682 ， 11259 14489 24053 1451 24058 8773 13462 14950,4-7
134,12772 8679 8251 4198 ， 20244 18244 29731 17281 13971 1882 10647 19934 15785 25473 2281 17281 19934 24073 12153 28682 15785 22737 22131 10922 28332 28860 2124 642 ， 1826 29057 2797 9000 18787 4054 25483 19121 14949 2124 29038 10449 22986 26096 12520 6480 29610 20244 18244 29731 17281 17256 15107 19551 18319 6189,6-21
135,12163 8224 13343 2281 24583 17256 9601 1317 7661 19121 23904 13607 19492 14668 16337 20244 23904 ， 14547 19551 14950 28461 10639 15469 4430 14668 16337 20244 14547 5111 12029 15469 4054 7661 19121 ， 21481 25085 ， 10893 12056 17256 15107 9963 2281 6527 12163 10922 23415 22014 4054 14668 16337 20244 23904 17281 7230 22480 979 141,2-2
136,4198 14131 30100 18430 13688 26154 749 ， 4274 25483 19121 30241 13700 16542 25130 10879 13462 14950 ， 2281 17701 1602 20328 9192 19121 25585 7230 19551 18430 4470 8644 2797 29547 19121 12235 24540 21326 17281 14547 16456 24007 16051 8266 12170 12846 15469,4-7
137,9963 2281 12772 10449 10300 10658 26537 ， 25483 19121 2286 1396 27357 19954 2166 5933 19052 17281 10449 3144 29640 9210 19078 24965 17167 19057 ， 7442 5933 19052 29640 9210 19078 17281 26754 10723 19897 1222 26669 12657 3623,6-15
138,29547 28874 25427 15465 25945 ， 25483 19121 28682 2797 2910 19121 14547 6636 2337 2281 16856 25483 24583 15707 10449 26754 27700 19339 28943 ， 9963 2281 28705 13712 3844 11160 23146 16856 15469,2-6
139,13178 19395 14823 18785 20791 25682 ， 27762 6380 2797 26307 18947 12075 16337 1242 28503 6527 28109 25945 29498 14547 28705 10539 11526 25483 19121 5697 27762 6380 2797 25131 8327 12153 11583 9555 10941 19121 17281 8147 18754 5933 19052 13462 14950 15469,1-1
140,27380 6762 25945 ， 25658 4529 25483 19121 5697 648 8224 29956 10658 16572 20097 22812 1357 1943 10274 ， 7442 27878 648 8224 10449 10596 3240 7800 25483 19121 17281 28648 2224 1943 10274 21004 26526,2-3
141,1744 1242 4397 9963 2281 15766 8679 17281 16853 19654 16542 24723 6082 9601 16575 4873 1451 10039,6-15
142,7661 19121 8100 5119 1826 13337 854 2106 10039 ， 19636 10645 25131 8327 929 19709 ， 7661 30131 4260 5119 7481 16456 929 648 8224 7510 20414 5933 19052 23635 22131 13489 18239 12248,1-1
143,23468 14976 15098 3636 29525 233 8679 233 8251 4198 104 23084 28648 8146 1317 ， 28332 13462 19121 22812 11760 22737 23635 22131 25945 ， 19121 3011 5379 2187 29057 2545 9810 18947 17281 5602 11243 26564 12710 26096 2281 14547 11327 7137 15469,1-9
144,13821 8147 18679 24007 26366 25585 7230 12772 9601 19121 17281 21473 22410 19339 28543 20089 26856 5602 9810 ， 22443 5933 10449 8209 11371 8137 12482 8147 9019 15647 13447 13470 24540 13462 14950 ， 6527 15707 10941 19121 5602 9810 25131 8327 15826 24766 23279 749 24583 1451,4-7
145,16328 8251 4198 10922 5239 ， 14501 27454 14547 19121 30100 9023 15469 24583 17256 23904 26238 9601 17255 1654 10937 24053 2106 10039 ， 16542 30096 8146 10674 104 23084 11160 3623 14547 9755 17883 29296 20097 ， 28648 22659 20619 16247 27427 29956 22014 19104 15469,1-9
146,29179 4198 7390 11497 10300 16045 ， 5292 16856 8718 6675 8194 26437 4054 12075 28682 26307 18947 413 9925 5697 29547 17281 18911 9755,5-30
147,14547 28705 13712 979 8194 8644 6517 3382 2115 9979 ， 15469 29547 25945 ， 14547 26928 29235 979 8194 8644 27166 85 9000 18787 28705 19121 28461 6189 17281 28648 19121 27013 12196 12742 4018 15469,2-3
148,19121 3011 3110 9755 16456 25504 16051 26307 3064 9043 14051 29095 29956 11728 16328 16328 8679 233 233 4198 19897 16614 6180 14489 25843 6636 1744 8766 25504 16051 3934 28025 24586 3470 23926 26313 8513 8073 20776 2797 29640 21871 25658,1-4
149,2124 19121 18430 15318 9023 22737 17281 27067 10937 14242 12553 28461 15506 2281 13778 9628 8194 26437 4054 2066 8194 4438 2106 ， 4438 2106 13712 11766 2106 10039 240 11526,5-30
150,648 16856 6762 11160 27013 9023 10449 274 854 24586 15912 28041 929 27700 20447 2199 24808 11342 2106 10039 ， 26615 11819 5368 4397 8766 8100 29401 7342 25473 2281 17170 10723 11160 29179 274 648 16856 6762 28503 21473 23904 24586 8414 23588,6-13
151,3494 10893 ， 25483 19121 26564 85 10647 4767 7710 28776 19642 6653 13995 13554 26313 4685 27700 13363 6056 19339 28543 5379 2187 21209 10063 13839 21726 12367 ， 22447 10893 13363 6056 4004 22382 14232 17281 19339 28543 16456 24007,1-10
152,13535 10539 11526 396 9935 30181 2124 4274 14489 25843 8266 3262 929 3328 7301 23084 ， 26725 12052 12567 4260 8209 17568 6653 14489 25843 24101 10922 19433 29640 8137 23084 16825 ， 7424 7442 26417 11259 17434 9192 29235 29099 29640 5379 2187 4274 19339 28943 10411 6517 ， 24540 21092 17434 9192 5697 1602,1-1
153,29547 2281 4472 28776 9601 8644 12206 12163 5697 25483 19121 24583 26669 10411 6517,2-33
154,20850 15972 6762 16337 12772 10300 2106 10039 ， 21357 22705 979 6636 2337 20791 22993 4274 4004 22382 14232 13462 14950 17281 14547 16122 24789 27370 233 15469 14051 2166 14208 3696 23084 9283 5111,1-1
155,233 2103 2103 1845 1396 14232 11160 17997 3470 3144 22014 19226 15085 6762 26934 10300 ， 26765 18244 9410 22382 13178 14823 25284 29038 30016 3144 2281 2124 642 10922 16021 1053 15085 6762 26934 17281 28392 11444 ， 10449 22014 14950 16021 17281 28874 20097 29015 17401 21853 9410 413 5512 12163 8224 6762,6-21
156,25658 4529 26096 2281 23349 23259 17281 8147 12520 13535 29498 25131 8327 5574 15316 21092 20097 22275 18754 17281 28332 13462 29842 27145 9023 ， 18319 11259 8100 10647 15647 26669 15506 29842 27145 30241 25483 8100 10647 15647 26669 15506 12553 29842 27145,5-30
157,20565 4054 28461 22160 21473 5609 1230 25203 19328 14547 5933 8209 8189 15469 5609 9397 27013 18451 ， 29207 14232 12163 22382 7230 22480 25398 29627 4054 12163 8224 13343 17281 24659 5609 27013 18451,2-6
158,2281 12482 8147 5602 26366 17144 9192 28461 6189 17281 28461 10639 24100 2281 625 21771 17281 22275 21720 12052 ， 24007 28943 14489 1116 29179 8679 4004 26307 18947 13343 1394 3734 4198 10647 23832 19052 17281 4274 396 1938 28503 17080 23520 10636 17281 396 2446 8194 1943 ， 21870 2705 1943 10274,5-30
159,6200 27700 20447 3295 25483 28332 1225 14485 17060 21114 4106 26096 2281 9601 5420 9531 26694 ， 7481 16456 10647 4430 12163 8224 13343 27013 12196 1292 929 648 8224 17281 2970 3636 21695 29785 12029 1258 10449 10723 24073,2-2
160,233 2103 4198 ， 12163 8224 13343 2281 2199 2224 8146 10674 10922 27432 12248 21114 10037 9925 979 22443 26336 8456 19826 25483 19121 27013 12196 10760 22314 25643 23349,2-6
161,8766 24158 18787 18496 11080 24007 15927 19052 29555 24965 8073 25277 233 10446 8679 ， 26366 8251 8679 233 2103 4198 24053 23532 4018 27331 ， 26669 9043 4529 5602 2281 23182 26336 27700 12567 24158 18787 25473 30181 17281 20163 3918 24158 14242 ， 12153 19328 16045 8073 10630 625 21655 5238 14873,6-19
162,8503 12567 ， 4198 3262 2545 14950 25473 4274 9601 19121 11962 1951 2954 9979 15299 19912 29057 29307 9963 19339 28543 13462 14950 25572 4397 4054 23349 26526,4-7
163,8503 4198 ， 20097 11259 19121 27013 22659 23904 21853 16614 6180 12163 4441 2816 3748 9555 ， 17568 24583 2199 8194 5602 16325,1-4
164,12163 8224 13343 233 1845 4198 12772 20448 8456 19826 21534 1845 14051 17281 27013 12196 10760 22314 ， 20850 29547 19897 16572 20097 16575 4873 22986 8266 11513 8513 492 17281 1845 8251 17653 25483 12766,1-1
165,26096 2281 12153 3519 6494 9531 26694 17281 391 12125 13343 28860 396 26748 9023 22737 13821 10935 4925 18244 16337 9410 28514 23404 26568 26154 749 10067 28133 26669 9531 19052 4938 ， 10647 26366 233 2103 4198 18970 19121 1882 19551 7154 8750 9043 3494 22949 12170 5697 29628 25682 2066 14950,5-35
166,10893 28648 ， 8503 17434 9672 5609 20983 11295 26336 ， 5120 26417 23619 15912 1823 1292 929 ， 19897 14547 29555 8766 5933 19052 10941 27564 2224 18132 ， 22705 21004 26669 979 12772 17281 28461 10639 15469,1-9
167,15991 16825 23980 2199 15098 3636 ， 11663 12163 233 2103 4198 5697 648 8224 28648 22737 15360 29731 9428 5933 19052 4054 10238 3328 ， 929 648 8224 12100 1082 7661 19121 25442 1834 10449 9043 2106 10039 3682 23926 240 11526,2-11
168,10300 27322 17018 4198 ， 5120 6353 13535 25483 19121 8146 10674 17281 8808 12790 ， 19897 20097 7710 20163 1845 2103 5594 17281 29525 5609 11295 26336 16122 10063 13535 3494 20448 7442 26336 29956,5-12
169,17434 1396 29956 25682 ， 9601 19121 27370 5420 8067 10879 19121 12235 14547 19654 10922 28332 28136 27370 233 2103 16328 18371 15469 26366 15766 8679 233 15766 4198 27322 233 29179 4198 2281 17935 9192 28682 2797 5420 8067 19654 17062 13447 23832 19052,4-7
170,6200 19533 23516 3295 12534 3262 28023 1225 14485 14485 3844 11160 23146 16856 26307 18947 10935 6832 22382 8251 4198 2281 25585 16856 25585 14232 26669 26748 6316 8194 ， 16614 6180 10760 7558 3064 22241 3844 11160 23146 16856 11160 27013,1-4
171,27700 20447 2199 3295 25483 28332 25585 8718 9538 27322 2281 12459 3644 29541 3328 9601 14301 26333 10723 25398 29627 4054 1242 1662 8194 1943 29003 16575 17281 14547 5933 1451 15469,2-6
172,9963 24540 3011 10026 27308 12567 9866 ， 9601 19121 5697 4004 22382 14232 29956 10658 17281 8100 9043 18417 2628 13462 14950 28874 20097 19269 11414 23558 16804 17281 17062 10658,4-7
173,12163 8224 13343 12772 17227 26096 3249 2281 8194 17799 9601 9963 17434 9192 26694 8 25572 4397 28332 13462 2617 1053 12153 12567 ， 25483 14489 12482 8147 11766 24199 29003 4054 10449 11497 29628 20448 5697 19129 3682 17281 23832 29832,5-30
174,4004 22382 14232 9963 13821 9428 4925 1823 21720 16614 6180 20097 5602 9019 8147 25203 15316 6762 2545 ， 28139 17861 23308 25130 10879 15647 27762 17857 7158,1-4
175,4004 8146 1317 ， 4004 22382 14232 26307 18947 13343 1394 979 11402 4529 9531 20447 10300 10724 23598 4054 10449 9810 6494 15303 25117 19269 12772 10449 30353 17281 29640 16456 15647 13447 13462 14950 23349 26526,4-7
176,25658 4529 ， 12021 19433 15506 9498 2990 16133 20781 1317 2545 5368 4054 1258 22014 16648 12248 9043 27063 ， 20850 3682 23025 2990 16133 14547 648 14232 20244 19121 15469 20163 2286 24058 11414 2281 648 16856 6762 8513 11160 24583 15707 7052 6259 3292 16648,6-13
177,29179 8679 233 17525 4198 27700 10937 13178 17281 2124 642 28109 27063 19604 10039 ， 6762 29731 14232 23519 14823 9935 25682 10941 3144 3240 7800 21450 26669 24210 10674 2970 3636 12153 16430 29003 760 26366 27095 27331,2-3
178,2281 12772 10449 20669 22014 19226 11760 9601 ， 25212 20097 15766 274 648 8224 10937 5609 24965 29057 24426 929 10411 12163 17281 25483 19121 4529 12772 9043 5933 19052 29525 1211 10658 16240 2705 15707,6-21
179,13343 1394 2281 14489 4004 396 2446 8194 1943 25682 4159 24053 17281 24808 11342 8194 10922 1317 ， 26336 6837 26154 11259 17434 9192 19433 29640 8137 26694 8 ， 26564 10059 25203 14489 25843 2545 23926 28503 21473,5-30
180,648 8224 29842 2124 9023 24583 17256 23904 25945 ， 8766 274 2281 7661 19121 28109 8137 23349 8194 30249 15465 648 8224 9023 13846 17281 648 8224 10937 5609 14547 4274 7661 19121 10026 104 9023 13846 13462 14950 15469 ， 2281 14547 1053 10059 11295 15927 15469 25682 24965 10274 8073 25277,6-19
